,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,08/04/2022 17:32:15,0.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:17,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:19,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:21,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:24,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:26,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:28,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:30,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:32,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:35,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:37,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:39,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:41,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:43,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:46,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:48,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:50,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:52,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:55,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:57,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:32:59,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:01,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:03,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:06,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:08,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:10,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:12,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 17:33:16,-2.00,20.00,7000,0,25,L,O,50,0,1.00
