,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,valve,pickup
0,04/10/2022 15-02-06,27.00,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,04/10/2022 15-02-45,27.25,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,04/10/2022 15-02-46,27.50,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,04/10/2022 15-02-47,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-48,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-49,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-49,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-50,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-51,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-51,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-52,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-53,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-53,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-54,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-55,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-55,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-56,27.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-57,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-58,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-58,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-02-59,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-00,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-00,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-01,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-02,26.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-02,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-03,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-04,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-04,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-05,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-06,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-06,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-07,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-08,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-08,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-09,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-10,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-10,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-11,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-12,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-12,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-13,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-14,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-14,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-15,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-16,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-17,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-17,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-18,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-19,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-19,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-20,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-21,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-21,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-22,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-23,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-23,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-24,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-25,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-25,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-26,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-27,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-27,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-28,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-29,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-29,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-30,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-31,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-31,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-32,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-33,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-33,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-34,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-35,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-36,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-36,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-37,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-38,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-38,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-39,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-40,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-40,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-41,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-42,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-42,27.25,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-43,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-44,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-44,27.75,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-45,27.50,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-46,28.00,20.00,7000,0,25,L,O,50,50,1.00,2,0
0,04/10/2022 15-03-47,27.50,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-48,27.75,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-48,27.75,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-49,27.25,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-50,27.75,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-50,28.00,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-51,27.75,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-52,27.50,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-52,28.00,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-53,28.00,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-54,28.00,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-54,27.75,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-55,28.25,20.00,7000,0,-20,L,O,50,50,1.00,5,0
0,04/10/2022 15-03-56,28.25,20.00,7000,0,-20,L,O,50,50,1.00,5,0
