,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,23/05/2022 13:59:18,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:26,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:28,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:29,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:31,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:32,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:34,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:36,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:37,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:39,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:40,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:42,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:43,17.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:45,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:47,20.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:48,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:50,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:51,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:53,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:54,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:56,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:57,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:00:59,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:01,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:02,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:04,28.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:05,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:07,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:08,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:10,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:12,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:13,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:15,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:16,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:18,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:19,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:21,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:23,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:24,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:26,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:27,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:29,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:30,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:32,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:34,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:35,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:37,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:38,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:40,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:41,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:43,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:45,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:46,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:48,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:49,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:51,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:52,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:54,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:56,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:57,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:01:59,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:00,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:02,34.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:03,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:05,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:06,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:08,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:10,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:11,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:13,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:14,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:16,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:17,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:19,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:21,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:22,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:24,25.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:25,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:27,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:28,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:30,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:32,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:33,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:35,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:36,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:38,29.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:39,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:41,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:43,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:44,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:46,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:47,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:49,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:50,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:52,24.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:53,24.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:55,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:57,28.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:02:58,23.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:00,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:01,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:03,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:05,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:06,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:08,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:09,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:11,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:12,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:14,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:15,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:17,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:19,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:20,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:22,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:23,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:25,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:26,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:28,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:30,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:31,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:33,15.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:34,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:36,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:37,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:39,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:41,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:42,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:44,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:45,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:47,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:48,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:50,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:52,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:53,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:55,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:56,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:58,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:03:59,24.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:01,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:02,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:04,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:06,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:07,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:09,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:10,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:12,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,23/05/2022 14:04:13,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
