,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,14/04/2022 10:22:52,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,14/04/2022 10:22:53,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,14/04/2022 10:22:53,21.00,20.00,7000,0,0,L,O,50,50,1.00
0,14/04/2022 10:22:54,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,14/04/2022 10:22:55,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,14/04/2022 10:22:57,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:22:58,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:22:58,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:22:59,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:00,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:00,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:01,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:02,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:02,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:03,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:04,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:04,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:05,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:06,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:06,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:07,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:08,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:08,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:09,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:10,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:10,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:11,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:12,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:12,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:13,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:14,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:14,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:15,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:16,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:17,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:17,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:18,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:19,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:19,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:20,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:21,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:21,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:22,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:23,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:23,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:24,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:25,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:25,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:26,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:27,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:27,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:28,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:29,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:29,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:23:31,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:31,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:32,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:33,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:33,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:34,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:35,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:35,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:36,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:37,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:38,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:38,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:39,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:40,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:40,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:41,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:42,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:42,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:43,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:44,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:44,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:45,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:46,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:46,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:47,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:48,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:48,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:49,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:50,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:50,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:51,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:52,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:52,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:53,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:54,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:54,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:55,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:56,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:56,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:57,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:58,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:59,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:23:59,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:00,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:01,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:01,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:02,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:03,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:03,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:04,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:05,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:05,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:06,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:07,21.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:07,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:08,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:09,22.00,20.00,7000,0,50,L,O,50,0,1.00
0,14/04/2022 10:24:10,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:11,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:11,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:12,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:13,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:13,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:14,21.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:15,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:15,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:16,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:17,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:17,21.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:18,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:19,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:20,22.00,20.00,7000,0,0,L,O,50,0,1.00
0,14/04/2022 10:24:20,21.00,20.00,7000,0,10,L,O,50,0,1.00
0,14/04/2022 10:24:21,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,14/04/2022 10:24:22,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,14/04/2022 10:24:22,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,14/04/2022 10:24:23,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,14/04/2022 10:24:25,21.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:25,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:26,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:27,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:27,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:28,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,14/04/2022 10:24:30,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:31,21.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:31,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:32,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:33,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:33,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:34,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:35,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:35,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:36,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:37,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:37,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:38,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:39,21.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:39,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:40,21.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:41,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:41,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:42,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:43,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:43,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:44,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:45,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:45,21.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:46,21.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:47,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:47,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:48,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:49,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:49,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:50,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:51,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:52,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:52,22.00,20.00,7000,0,10,L,C,50,0,1.00
0,14/04/2022 10:24:53,22.00,20.00,7000,0,10,L,C,50,0,1.00
