,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,17/06/2022 14:02:09,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:03,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:04,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:06,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:07,22.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:09,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 14:03:11,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:12,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:12,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:13,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:14,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:14,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:15,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:16,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:16,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:17,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:18,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:19,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:19,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:20,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:21,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:21,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:22,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:23,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:23,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:24,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:25,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:25,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:26,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:27,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:27,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:28,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:29,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:29,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:30,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:31,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:31,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:32,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:33,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:33,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:34,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:35,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:35,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:36,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:37,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:37,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:38,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:39,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:39,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:40,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:41,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:42,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:42,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:43,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:44,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/06/2022 14:03:45,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:46,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:47,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:47,21.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:48,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:49,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:49,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:50,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:51,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:51,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:52,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:53,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:53,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:54,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:55,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:55,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:56,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:57,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:57,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:58,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:59,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:03:59,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:00,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:01,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:01,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:02,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:03,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:03,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:04,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:05,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:05,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:06,21.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:07,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
0,17/06/2022 14:04:07,22.00,20.00,7000,0,50,L,O,50,20,1.00,0
