,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,18/05/2022 11:18:19,28.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:12,26.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:14,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:15,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:17,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:19,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:20,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:22,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:23,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:25,29.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:26,28.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:28,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:30,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:31,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:33,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:34,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:36,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:37,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:39,28.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:41,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:42,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:44,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:45,27.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:47,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:48,26.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 11:19:50,26.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:51,26.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:52,27.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:52,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:53,28.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:54,27.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:54,29.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:55,21.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 11:19:57,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
