,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,02/05/2022 19:17:41,23.00,20.00,7000,0,0,L,O,50,50,1.00
0,02/05/2022 19:18:46,23.00,20.00,7000,0,0,L,O,50,50,1.00
0,02/05/2022 19:18:48,23.00,20.00,7000,0,20,L,O,50,20,1.00
0,02/05/2022 19:18:49,23.00,20.00,7000,0,20,L,O,50,20,1.00
0,02/05/2022 19:18:50,24.00,20.00,7000,0,20,L,O,50,20,1.00
0,02/05/2022 19:18:51,24.00,20.00,7000,0,20,L,O,50,20,1.00
0,02/05/2022 19:18:53,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,02/05/2022 19:18:55,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,02/05/2022 19:18:57,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,02/05/2022 19:18:59,24.00,20.00,7000,0,0,L,C,50,20,1.00
0,02/05/2022 19:18:59,23.00,20.00,7000,0,0,L,C,50,20,1.00
0,02/05/2022 19:19:01,24.00,20.00,7000,0,0,L,C,50,20,1.00
0,02/05/2022 19:19:02,24.00,20.00,7000,0,0,L,C,50,20,1.00
0,02/05/2022 19:19:05,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,02/05/2022 19:19:06,24.00,20.00,7000,0,10,L,C,50,20,1.00
0,02/05/2022 19:19:06,24.00,20.00,7000,0,10,L,C,50,20,1.00
0,02/05/2022 19:19:08,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,02/05/2022 19:19:09,24.00,20.00,7000,0,10,L,C,50,20,1.00
0,02/05/2022 19:19:11,24.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:12,23.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:14,24.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:15,22.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:17,23.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:19,23.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:20,24.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:29,22.00,20.00,7000,0,10,H,O,50,20,1.00
0,02/05/2022 19:19:31,22.00,20.00,7000,0,10,H,O,50,20,1.00
