,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,20/06/2022 17:32:36,22.50,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:32,22.50,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:34,22.50,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:35,22.50,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:37,22.25,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:38,22.50,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:40,22.25,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:42,22.25,20.00,7000,0,0,L,O,50,50,1.00,0
0,20/06/2022 17:33:44,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:44,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:45,22.75,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:46,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:46,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:47,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:48,22.75,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:48,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:49,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:50,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:50,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:51,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:52,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:52,22.00,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:53,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:54,22.00,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:54,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:55,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:56,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:56,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:57,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:58,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:58,22.75,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:33:59,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:00,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:00,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:01,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:02,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:03,22.00,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:03,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:04,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:05,22.75,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:05,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:06,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:07,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:07,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:08,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:09,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:09,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:10,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:11,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:11,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:12,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:13,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:13,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:14,22.75,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:15,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:15,22.25,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:16,22.50,20.00,7000,0,20,L,O,50,50,1.00,0
0,20/06/2022 17:34:18,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:18,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:19,22.75,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:20,22.25,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:20,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:21,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:22,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:22,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:23,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:24,22.25,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:24,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:25,22.25,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:26,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:26,22.50,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:27,22.75,20.00,7000,0,50,L,O,50,50,1.00,0
0,20/06/2022 17:34:28,22.75,20.00,7000,0,50,L,O,50,50,1.00,0
