,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,07/04/2022 14:43:34,0.00,20.00,7000,0,0,L,O,50,50,1.00
0,07/04/2022 14:43:37,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,07/04/2022 14:43:39,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,07/04/2022 14:43:41,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,07/04/2022 14:43:45,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,07/04/2022 14:43:47,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,07/04/2022 14:43:50,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,07/04/2022 14:43:52,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,07/04/2022 14:43:55,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:43:57,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:43:59,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:44:01,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:44:03,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:44:06,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,07/04/2022 14:44:09,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,07/04/2022 14:44:11,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,07/04/2022 14:44:14,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,07/04/2022 14:44:16,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,07/04/2022 14:44:19,-2.00,20.00,7000,0,10,L,O,50,0,1.00
