,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,17/05/2022 10:48:39,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 10:48:41,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 10:48:42,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 10:48:43,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:44,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:44,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:44,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:44,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:45,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:45,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:46,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 10:48:48,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:48:50,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:48:51,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:48:52,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:48:54,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:54,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:54,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:55,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:55,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:55,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:55,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:56,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:56,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:56,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:56,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:57,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:58,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:48:59,-2.00,20.00,7000,0,0,L,C,50,20,1.00,0
0,17/05/2022 10:49:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:02,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:02,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:02,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:03,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:05,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 10:49:05,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:06,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:07,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:08,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:09,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:10,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:12,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:13,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:13,,,,,,,,,,,1
0,17/05/2022 10:49:14,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:14,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:20,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:21,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:22,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:23,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:23,,,,,,,,,,,1
0,17/05/2022 10:49:24,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:25,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:31,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:33,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:34,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:34,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:34,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:35,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:35,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:35,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:35,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:36,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,17/05/2022 10:49:37,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:49:38,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 10:49:39,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:39,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:40,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:41,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:43,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:44,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:45,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:46,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:47,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:49,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:50,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:51,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:52,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:53,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,17/05/2022 10:49:54,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
