,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,13/05/2022 15:47:08,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,13/05/2022 15:47:09,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,13/05/2022 15:47:11,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:11,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:11,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:11,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:11,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:12,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:12,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:12,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:12,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:13,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:13,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:13,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:13,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:14,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:15,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,13/05/2022 15:47:17,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,13/05/2022 15:47:18,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,13/05/2022 15:47:20,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,13/05/2022 15:47:21,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,13/05/2022 15:47:23,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:23,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:23,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:24,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:25,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:26,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,13/05/2022 15:47:28,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:28,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:28,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:28,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:29,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:29,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:30,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:31,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,13/05/2022 15:47:33,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:33,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:34,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:35,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:36,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:38,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
0,13/05/2022 15:47:38,,,,,,,,,,,1
0,13/05/2022 15:47:39,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,13/05/2022 15:47:39,-2.00,20.00,7000,0,10,H,O,50,20,1.00,0
0,13/05/2022 15:47:46,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:47,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:48,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:48,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:49,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:49,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:49,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:49,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:50,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:50,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
0,13/05/2022 15:47:51,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
