,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,17/06/2022 12:05:20,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:14,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:16,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:17,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:19,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:20,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:22,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:23,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:25,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:27,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:28,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:30,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:31,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:33,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:34,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:36,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:38,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:39,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:41,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:42,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:44,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:45,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:47,20.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:48,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:50,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:52,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:53,20.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:55,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:56,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:58,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:06:59,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:07:01,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:07:03,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:07:04,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:07:06,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/06/2022 12:07:07,21.00,20.00,7000,0,0,L,O,50,50,1.00,0
