,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,valve,pickup
0,09/08/2022 16:05:39,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:35,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:37,21.00,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:38,21.00,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:40,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:41,20.25,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:43,20.50,20.00,7000,1,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:44,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:46,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:47,20.50,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:49,21.00,20.00,7000,1,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:51,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:52,20.25,20.00,7000,1,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:54,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:55,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:57,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:06:58,20.50,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:00,20.50,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:02,20.75,20.00,7000,1,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:03,20.25,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:05,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:06,20.75,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:08,20.25,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:09,20.75,20.00,7000,1,0,L,O,50,50,1.00,0,0
0,09/08/2022 16:07:11,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:12,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:13,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:13,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:14,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:15,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:16,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:16,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:17,20.25,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:18,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:18,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:19,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:20,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:20,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:21,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:22,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:22,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:23,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:24,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:24,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:25,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:26,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:26,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:27,21.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:28,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:28,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:29,20.75,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:30,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,09/08/2022 16:07:30,20.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
