,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,11/04/2022 18:13:18,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:19,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:20,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:20,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:21,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:22,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:22,22.00,20.00,7000,0,0,L,O,50,50,1.00
0,11/04/2022 18:13:24,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:25,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:27,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:28,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:28,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:29,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:30,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:30,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:32,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:33,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:33,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:34,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:35,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:35,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:36,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:37,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:37,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:38,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:39,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:40,22.00,20.00,7000,0,20,L,O,50,0,1.00
0,11/04/2022 18:13:41,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:42,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:43,22.00,20.00,7000,0,10,L,O,50,0,1.00
0,11/04/2022 18:13:43,22.00,20.00,7000,0,10,L,O,50,0,1.00
