,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,08/04/2022 19:37:34,0.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 19:37:36,-2.00,20.00,7000,0,0,L,O,50,50,1.00
0,08/04/2022 19:37:39,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,08/04/2022 19:37:42,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,08/04/2022 19:37:45,-2.00,20.00,7000,0,50,L,O,50,0,1.00
0,08/04/2022 19:37:48,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:37:50,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:37:52,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:37:55,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,08/04/2022 19:37:58,-2.00,20.00,7000,0,25,L,O,50,0,1.00
0,08/04/2022 19:38:01,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:03,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:05,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:08,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:11,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:13,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:15,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:18,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:21,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:36,-2.00,20.00,7000,0,10,H,O,50,0,1.00
0,08/04/2022 19:38:50,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:53,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:55,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:57,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:38:59,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:01,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:04,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:06,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:08,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:10,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:13,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:15,-2.00,20.00,7000,0,10,L,O,50,0,1.00
0,08/04/2022 19:39:18,-2.00,20.00,7000,0,10,L,O,50,0,1.00
