,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,18/05/2022 15:38:24,25.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:18,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:19,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:21,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:22,23.00,20.00,7000,1,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:24,23.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,18/05/2022 15:39:26,23.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:26,23.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:27,23.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:28,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:29,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:29,27.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:30,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:31,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:31,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:32,22.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:33,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:33,23.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:34,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:35,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:35,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:36,25.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,18/05/2022 15:39:37,24.00,20.00,7000,0,20,L,O,50,20,1.00,0
