,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis
0,05/05/2022 17:34:26,23.00,20.00,7000,0,0,L,O,50,50,1.00
0,05/05/2022 17:35:20,23.00,20.00,7000,0,0,L,O,50,50,1.00
0,05/05/2022 17:35:22,23.00,20.00,7000,0,0,L,O,50,50,1.00
0,05/05/2022 17:35:24,26.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:24,24.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:25,24.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:26,23.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:26,24.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:27,23.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:29,23.00,20.00,7000,0,20,L,O,50,20,1.00
0,05/05/2022 17:35:30,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:35:32,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:35:33,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:35:35,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:35:37,12.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:37,23.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:38,26.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:39,23.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:39,23.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:40,24.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:41,24.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:41,23.00,20.00,7000,0,0,L,C,50,20,1.00
0,05/05/2022 17:35:43,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:43,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:44,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:45,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:45,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:46,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:47,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:47,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:48,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:49,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:49,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:50,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:51,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:51,36.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:52,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:53,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:54,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:54,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:55,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:56,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:56,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:57,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:58,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:58,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:35:59,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:00,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:00,25.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:01,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:02,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:02,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:03,17.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:04,38.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:04,28.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:05,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:06,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:06,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:07,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:08,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:08,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:09,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:10,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:10,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:11,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:12,24.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:12,22.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:13,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:15,23.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:16,25.00,20.00,7000,0,50,L,C,50,20,1.00
0,05/05/2022 17:36:18,25.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:19,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:19,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:20,22.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:21,24.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:21,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:22,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:23,24.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:24,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:24,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:25,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:26,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:27,23.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:29,21.00,20.00,7000,0,10,L,C,50,20,1.00
0,05/05/2022 17:36:30,23.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:31,25.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:32,25.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:34,23.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:35,22.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:37,23.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:39,23.00,20.00,7000,0,0,H,O,50,20,1.00
0,05/05/2022 17:36:40,25.00,20.00,7000,0,10,H,O,50,20,1.00
0,05/05/2022 17:36:42,22.00,20.00,7000,0,10,H,O,50,20,1.00
0,05/05/2022 17:36:43,21.00,20.00,7000,0,15,H,O,50,20,1.00
0,05/05/2022 17:37:08,24.00,20.00,7000,0,15,H,O,50,20,1.00
0,05/05/2022 17:37:39,24.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:41,24.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:42,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:43,20.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:44,23.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:44,26.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:45,24.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:46,24.00,20.00,7000,0,0,L,O,50,20,1.00
0,05/05/2022 17:37:46,23.00,20.00,7000,0,0,L,O,50,20,1.00
