,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,17/05/2022 11:33:22,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:33:23,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:33:25,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:25,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:26,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:26,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:26,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:26,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:27,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:27,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:27,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:27,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:27,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:28,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:28,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:28,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:28,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:29,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:29,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:29,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:29,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:30,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:30,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:30,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:31,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:33:34,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:35,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:36,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:37,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:38,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:40,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:41,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:42,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:33:44,-2.00,20.00,7000,0,10,L,O,50,20,1.00,0
