,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,pickup
0,17/05/2022 11:53:32,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:33,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:34,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:35,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:37,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:38,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:39,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:40,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:41,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:42,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:44,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:45,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:46,-2.00,20.00,7000,0,0,L,O,50,50,1.00,0
0,17/05/2022 11:53:48,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:53:48,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:53:48,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:53:49,-2.00,20.00,7000,0,20,L,O,50,20,1.00,0
0,17/05/2022 11:53:52,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:53:53,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:53:54,-2.00,20.00,7000,0,0,L,O,50,20,1.00,0
0,17/05/2022 11:53:55,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:56,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:56,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:56,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:56,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:57,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:58,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:53:59,-2.00,20.00,7000,0,20,L,C,50,20,1.00,0
0,17/05/2022 11:54:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 11:54:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 11:54:01,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 11:54:02,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 11:54:03,-2.00,20.00,7000,0,10,L,C,50,20,1.00,0
0,17/05/2022 11:54:05,-2.00,20.00,7000,0,0,H,O,50,20,1.00,0
